iter	Logloss
0	0.2978557692
1	0.1652133805
2	0.0682230488
3	0.04222749702
4	0.01613880966
5	0.01010037092
6	0.00676290426
7	0.004530800015
8	0.003282845101
9	0.002509362469
10	0.002057562023
11	0.001722983305
12	0.001487862741
13	0.001294578041
14	0.001123936016
15	0.0009706871626
16	0.0008047468735
17	0.0007180067632
18	0.0006479508661
19	0.0006015339379
20	0.0005877619345
21	0.0005877619345
22	0.0005335600508
23	0.0005335962746
24	0.0004807667719
25	0.0004807249851
26	0.0004341245617
27	0.0004259113621
28	0.0004259113621
29	0.0004259134583
30	0.0004047121091
31	0.0004047565534
32	0.0003701272847
33	0.0003701272847
34	0.0003701272847
35	0.0003412563647
36	0.0003412721207
37	0.0003412721207
38	0.000341266036
39	0.0003412551941
40	0.0003412849288
41	0.0003412561546
42	0.0003412561546
43	0.0003412561546
44	0.0003412447743
45	0.0003325529888
46	0.0003325529888
47	0.0003325518834
48	0.0003325518834
49	0.0003325518834
50	0.0003325681416
51	0.0003325536761
52	0.0003093719283
53	0.000309233813
54	0.0003092676353
55	0.0003092583284
56	0.0003092583284
57	0.0003090825231
58	0.0003090825231
59	0.0003090825231
60	0.0003090699092
61	0.0003090939527
62	0.0003090432713
63	0.0003090585387
64	0.0003090469579
65	0.0003090469579
66	0.0003089542664
67	0.0003089630063
68	0.0003089630063
69	0.0003089599708
70	0.0003089599708
71	0.0003089599708
72	0.0003089380522
73	0.0003089380522
74	0.0003089595985
75	0.0003089601501
76	0.0003089601501
77	0.0003089601501
78	0.0003089258891
79	0.0003089430557
80	0.0003089430557
81	0.0003089417327
82	0.0003089417327
83	0.0003089417327
84	0.0003089417327
85	0.0003089620419
86	0.0003089620419
87	0.0003089678036
88	0.0003089469274
89	0.0003089469274
90	0.0003089737561
91	0.0003089561158
92	0.0003089852395
93	0.0003089396211
94	0.0003089540998
95	0.0003089671009
96	0.0003089830728
97	0.0003089570992
98	0.0003089447052
99	0.0003089642641
100	0.0003089638804
101	0.000308940759
102	0.0003089295731
103	0.0003089030382
104	0.0003089231183
105	0.0003089047811
106	0.000308907387
107	0.0003089040938
108	0.0003089361441
109	0.0003089297008
110	0.0003089297008
111	0.0003089297008
112	0.0003089297008
113	0.0003089297008
114	0.0003089297008
115	0.0003089297008
116	0.0003089297008
117	0.0003089297008
118	0.0003089297008
119	0.0003089297008
120	0.0003089297008
121	0.0003089297008
122	0.0003089297008
123	0.0003089297008
124	0.0003089297008
125	0.0003089297008
126	0.0003089297008
127	0.0003089297008
128	0.0003089297008
129	0.0003089297008
130	0.0003089297008
131	0.0003089297008
132	0.0003089297008
133	0.0003089297008
134	0.0003089297008
135	0.0003089297008
136	0.0003089297008
137	0.0003089297008
138	0.0003089297008
139	0.0003089297008
140	0.0003089297008
141	0.0003089297008
142	0.0003089297008
143	0.0003089297008
144	0.0003089297008
145	0.0003089297008
146	0.0003089297008
147	0.0003089297008
148	0.0003089297008
149	0.0003089297008
150	0.0003089297008
151	0.0003089297008
152	0.0003089297008
153	0.0003089297008
154	0.0003089297008
155	0.0003089297008
156	0.0003089297008
157	0.0003089297008
158	0.0003089297008
159	0.0003089297008
160	0.0003089297008
161	0.0003089297008
162	0.0003089297008
163	0.0003089297008
164	0.0003089297008
165	0.0003089297008
166	0.0003089297008
167	0.0003089297008
168	0.0003089297008
169	0.0003089297008
170	0.0003089297008
171	0.0003089297008
172	0.0003089297008
173	0.0003089297008
174	0.0003089297008
175	0.0003089297008
176	0.0003089297008
177	0.0003089297008
178	0.0003089297008
179	0.0003089297008
180	0.0003089297008
181	0.0003089297008
182	0.0003089297008
183	0.0003089297008
184	0.0003089297008
185	0.0003089297008
186	0.0003089297008
187	0.0003089297008
188	0.0003089297008
189	0.0003089297008
190	0.0003089297008
191	0.0003089297008
192	0.0003089297008
193	0.0003089297008
194	0.0003089297008
195	0.0003089297008
196	0.0003089297008
197	0.0003089297008
198	0.0003089297008
199	0.0003089297008
